night,speach_block,speaker,text
2,484,SANDERS,—And that they should not be on the streets—
2,485,SWALWELL,—Why do you leave—
2,486,SANDERS,—Of America.
2,487,SWALWELL,You would—your plan leaves them on the streets. You leave 15 million on the streets.
2,488,SANDERS,We ban the sale and—we ban the sale and distribution—
2,489,SWALWELL,—Will you buy them back—
2,490,SANDERS,—And that’s what I’ve believed for many years.
2,491,SWALWELL,Will you—will you buy them back?
2,492,HARRIS,And then—and—and—
2,493,SANDERS,"—If people want to buy—if the government wants to do that, if people want bring it back—"
2,494,SWALWELL,—But you’re going to be the government—
2,495,SANDERS,—Yes—
2,496,SWALWELL,—Will you buy them back?
2,497,SANDERS,Yeah.
2,498,MADDOW,"Senator Harris, we’re going to give you 30 seconds here."
2,499,HARRIS,"Thank you. I think your idea is a great one, Congressman Swalwell. And I will say there are a lot of great idea. The problem is Congress has not had the courage to act, which is why, when elected president of the United States, I will give the United States Congress 100 days to pull their act together, bring all these good ideas together, and put a bill on my desk for signature. And if they do not, I will take executive action and I will put in place— (APPLAUSE) —The most comprehensive background check policy we’ve had. I will require the ATF to take the licenses of gun dealers who violate the law. And I will banned by executive order the importation of assault weapons, because I’m going to tell you, as a prosecutor, I have seen more autopsy photographs than I care to tell you. I have hugged more mothers who are the mothers of homicide victims, and I have attended more police officer funerals. It is enough. It is enough. And there have been plenty of good ideas from members of the United States Congress. There’s been no action. As president, I will take action."
2,500,MADDOW,"Mayor Buttigieg— (APPLAUSE) —I want to bring you in on this, sir; a lot of discussion about assault rifles that are often as shorthanded as military style weapons. You are the only person on the stage tonight with military experience as a veteran of the Afghanistan war. (APPLAUSE) Will military families—does that inform your thinking on this view? Do you believe that military families or America’s veterans will, at large, have a different take on this than the other Americans who we’ve been talking about and who Congressman Swalwell is appealing to with his buyback program?"
2,501,BUTTIGIEG,"Yeah, of course, because we trained on some of these kinds of weapons. Look, every part of my life experience informs this, being the mayor of a city where the worst part of the job is dealing with violence. We—we lose a—as many as were lost at Parkland every two or three years in my city alone. And this is tearing communities apart. If more guns made us safer, we be the safest country on earth. It doesn’t work that way. (APPLAUSE) And commonsense measures like universal background checks can’t seem to get delivered by Washington, even when most Republicans, let alone most Americans, agree it’s the right thing to do. And as somebody who trained on weapons of war, I can tell you that there are weapons that have absolutely no place in American cities or neighborhoods in peacetime, ever. (APPLAUSE)"
2,502,MADDOW,"Vice President Biden, 30 seconds."
2,503,BIDEN,A real 30 seconds?
2,504,MADDOW,A real 30 seconds.
2,505,BIDEN,"Okay. I’m the only person that’s beaten the NRA nationally. I’m the guy that got the Brady Bill passed, the background checks, number one. (APPLAUSE) Number two, we increased that background check when—when—during the Obama-Biden administration. I’m also the only guy that got assault weapons banned, banned, and the number of clips in a gun banned. And so, folks, look, and I would buy back those weapons. We already started talking about that. We tried to get it done. I think it can be done. And it should be demanded that we do it, and that’s a good expenditure of money. And lastly, we should have smart guns. No gun should be able to be sold unless your biometric measure could pull that trigger. It’s within our right to do that. We can do that. Our enemy is the gun manufacturers, not the NRA, the gun manufacturers."
2,506,MADDOW,"Mr. Vice President, thank you."
2,507,BUTTIGIEG,But the NRA is taking orders from—
2,508,TODD,—All right—
2,509,BUTTIGIEG,—The gun manufacturers. That’s the problem.
2,510,TODD,"Lester Holt has our next question. Lester, take it away."
2,511,HOLT,"All right, Chuck. This is a question from our viewers. We put some suggestions that asked maybe they could share some of. Here’s one that came from Kathleen (PH) from Canby, Oregon, who writes many fear the current administration has inflicted irrevocable harm on our governing institutions and norms and, in the process, on our reputation abroad. The question is what do you see as importance early steps in reversing the damage done? And will put this one to Senator Bennet."
2,512,BENNET,"Thank you very much. What an excellent question. First of all, we have to restore our democracy at home. The rest of the world is looking for us for leadership. We have a president who doesn’t believe in the role of law. He doesn’t believe in freedom of the press. He doesn’t believe in an independent judiciary. He believes in the corruption that he’s brought to Washington D.C. And that is what we have to change. And that’s why everybody is up here tonight. And I appreciate the fact that there up here for that reason. Second, we’ve got to—we’ve got to restore the relationships that he’s destroyed with our allies, not just in Europe. He flew to the G20 last night and attacked Japan, Germany, and a third ally of ours without saying anything about North Korea or Russia. And when you’ve got a situation where you have a president who says something happens in the Straits of Hormuz and the whole world doesn’t know whether to believe it or not, that is a huge problem when it comes to the national security of the United States of America. (APPLAUSE)"
